Type,Policy Document ID,Title,Translated title,Source title,Source country,Source type,Source sub-type,Published on,Cited research titles,Cited research DOIs,Topics,Document URL,Text
Policy citation,unitednations-cd493e9a37dde7e15d97b653eb2588f2,World trade report 2023 :re-globalization for a secure， inclusive and sustainable future,,United Nations,IGO,igo,,1/1/23,Quantifying the cost savings of global solar photovoltaic supply chains,10.1038/s41586-022-05316-6,Cost of living  ，World Trade Organization  ，Globalization  ，Economic inequality  ，Sustainability  ，Greenhouse gas emissions  ，Poverty  ，Export  ，Gross domestic product  ，Economic growth  ，Global value chain  ，Poverty reduction  ，Market access  ，Climate change mitigation  ，Trade  ，Least developed countries  ，Developing country  ，Agreement on the Application of Sanitary and Phytosanitary Measures  ，Subsidy  ，Economy  ，Convergence (economics)  ，Supply chain  ，Productivity  ，Tariff  ，International trade  ，Multilateralism  ，Commercial policy  ，Policy  ，World economy  ，International relations  ，Environmental policy  ，Environmental governance  ，Free trade  ，Renewable energy  ，Global politics  ，Trade agreement  ，Market (economics)  ，Agriculture  ，Risk  ，Net zero emissions  ，Economic integration  ，Competition (economics)  ，Clean technology  ，Extreme poverty  ，China  ，Sustainable energy  ，Technology  ，Economies  ，Income  ，International business  ，Economics  ，COVID-19 pandemic  ，African Continental Free Trade Area  ，Sustainable development  ，Small and medium-sized enterprises  ，Low-carbon economy  ，Commerce  ，Non-tariff barriers to trade  ，Transatlantic Trade and Investment Partnership  ，Economic globalization  ，EU Carbon Border Adjustment Mechanism  ，Input–output model  ，2007–2008 financial crisis  ，Redistribution of income and wealth  ，E-commerce  ，Friendshoring  ，Value added  ，Business  ，Innovation  ，Protectionism  ，Information and communications technology  ，Politics  ，Economic development  ，Foreign direct investment  ，Green growth  ，European Union  ，Security  ，Photovoltaics  ，United States  ，Trade facilitation  ，Value chain,https://digitallibrary.un.org/record/4038425?ln=en,
Policy citation,keeikr-45348bdf9313e90611e3075e543ad428,국제 신재생에너지 정책변화 및 시장분석: 공급망 분석 및 산업활성화 정책을 중심으로,International Renewable Energy Policy Changes and Market Analysis: Focusing on Supply Chain Analysis and Industrial Activation Policies,Korea Energy Economics Institute,South Korea,think tank,,1/1/23,Quantifying the cost savings of global solar photovoltaic supply chains,10.1038/s41586-022-05316-6,Sustainable energy  ，Net-zero emissions  ，Renewable energy  ，Market power  ，Manufacturing  ，Economy  ，Energy  ，Industry (economics)  ，Electric generator  ，Export  ，Economics  ，Photovoltaics  ，Electric car,https://www.nkis.re.kr/subject_view1.do?otcCd=RG&otcNm=일반연구보고서&otpId=OTP_0000000000013562&otpSeq=0&eoSeq=383869&currentPage=1&searchSelect=&searchWord=&returnPage=newest_list.do&schLclaScsId=&pblYy=&agcNms=에너지경제연구원&listPerPage=50,
Policy citation,keeikr-9eee83ffecdb6e305aaaf042550dcbac,국제 신재생에너지 정책변화 및 시장분석: 공급망 분석 및 산업활성화 정책을 중심으로,International Renewable Energy Policy Changes and Market Analysis: Focusing on Supply Chain Analysis and Industrial Revitalization Policies,Korea Energy Economics Institute,South Korea,think tank,,1/1/23,Quantifying the cost savings of global solar photovoltaic supply chains,10.1038/s41586-022-05316-6,Sustainable energy  ，Net-zero emissions  ，Renewable energy  ，Market power  ，Manufacturing  ，Economy  ，Energy  ，Industry (economics)  ，Electric generator  ，Export  ，Economics  ，Photovoltaics  ，Electric car,https://www.nkis.re.kr/subject_view1.do?otpId=OTP_0000000000013562,
Name mention,nygov-649e5cffc4b7f6f9cb4386928908e674,Integration Analysis Technical Supplement,,New York State,USA,government,,12/15/22,,,Climate change mitigation  ，Greenhouse gas emissions  ，Low-carbon economy  ，Renewable energy  ，Biofuel  ，Energy storage  ，Grid energy storage  ，Co-benefits of climate change mitigation  ，Efficient energy use  ，Low-carbon fuel standard  ，Electric vehicle  ，Ground source heat pump  ，Climate change  ，Fuel  ，Greenhouse gas  ，Biomass  ，Wind power  ，Climate change scenario  ，Air source heat pump  ，World energy supply and consumption  ，Inflation Reduction Act of 2022  ，Heating  ， ventilation  ， and air conditioning  ，United States wind energy policy  ，Carbon neutrality  ，Carbon sequestration  ，Infrastructure  ，Green hydrogen  ，Zero-emissions vehicle  ，Coefficient of performance  ，Biodiesel  ，Carbon capture and storage  ，Heat pump  ，Carbon sink  ，Electric battery  ，Combined cycle power plant  ，Sensitivity analysis  ，Energy  ，Nature  ，Economy  ，Technology  ，Sustainable technologies  ，Electricity generation  ，Cost–benefit analysis  ，Physical sciences  ，Natural gas  ，Sustainable energy  ，Renewable natural gas  ，Carbon dioxide removal  ，Fuel cell  ，Electric heating  ，Refrigerant  ，Physical quantities  ，Hydrogen production  ，Transport  ，Environmental technology  ，Net present value  ，Hydrogen  ，Natural environment  ，New York State Energy Research and Development Authority  ，Sustainable development  ，Fossil fuel  ，Tax  ，Aviation biofuel  ，Electrical grid  ，Electrification  ，Inflation  ，Direct air capture  ，Waste  ，Electric power transmission  ，Energy technology  ，Tax credit  ，Air pollution,https://climate.ny.gov/-/media/Project/Climate/Files/Appendix-G.pdf,Technical Advisory Group Members      Vatsal Bhatt， Department of Materials Science and Chemical Engineering， Stony Brook University， and U.S Green Building Council;      Gang He， Department of Technology and Society， Stony Brook University;  Benjamin Houlton， College of Agriculture and Life Sciences， Cornell University;  Mark Jacobson， Department of Civil and Environmental Engineering， Stanford University;      Jesse Jenkins， Department of Mechanical and Aerospace Engineering and the Andlinger Center for Energy
Policy citation,ccpaca-b7add44e805bd9aa5908572e437ff608,Bet Big: A citizen’s guide to green industrial policy in Canada,,Canadian Centre for Policy Alternatives (CCPA),Canada,think tank,,10/25/22,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Coal  ，Carbon neutrality  ，Greenhouse gas emissions  ，Zero-emissions vehicle  ，Subsidy  ，Renewable energy  ，Efficient energy use  ，Wind power  ，Feed-in tariff  ，Steam-assisted gravity drainage  ，Low-carbon economy  ，Industrial policy  ，Infrastructure  ，Tax  ，Photovoltaics  ，Fossil fuel  ，Climate change  ，Politics of climate change  ，Athabasca oil sands  ，Solar power  ，Economic interventionism  ，Canada  ，Climate change mitigation  ，Petroleum  ，Carbon price  ，Energy development  ，Supply chain  ，Carbon capture and storage  ，Clean technology  ，Competition (economics)  ，Government spending  ，Tariff  ，Market (economics)  ，Natural gas  ，Manufacturing  ，Policy  ，Denmark  ，Economy  ，Market economy  ，Innovation  ，China  ，Economics  ，Fuel  ，Car  ，United States  ，Transport  ，Peter Lougheed  ，Green industrial policy  ，Energy industry  ，Oil sands  ，Electric vehicle  ，Green bond  ，Labour economics  ，Technology  ，Joe Biden  ，Green bank  ，Sustainability  ，Mariana Mazzucato  ，Carbon tax  ，Air pollution  ，Export  ，Procurement  ，Energy  ，Price  ，Agriculture  ，Nature  ，Interest  ，Public finance  ，Finance,https://www.policyalternatives.ca/publications/reports/bet-big,
Policy citation,worldbank-58ad182055c8fdd918a29bb10ad589b1,China Country Climate and Development Report,,World Bank,IGO,igo,,10/11/22,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Low-carbon economy  ，Climate change mitigation  ，Greenhouse gas emissions  ，Economic growth  ，Renewable energy  ，Climate change adaptation  ，Climate change  ，Efficient energy use  ，Emissions trading  ，Infrastructure  ，Carbon neutrality  ，Variable renewable energy  ，China  ，Wind power  ，Carbon offset  ，Solar power  ，Transport  ，Gross domestic product  ，Emission intensity  ，Innovation  ，Electrical grid  ，Electricity generation  ，Nature-based solutions  ，World Bank Group  ，Air pollution  ，Sustainable energy  ，Carbon price  ，Electrification  ，Coal-fired power station  ，Greenhouse gas  ，Agriculture  ，Cost of electricity by source  ，Labour economics  ，Natural environment  ，Economy  ，Nature  ，Energy  ，Carbon sequestration  ，Coal  ，Carbon capture and storage  ，Electricity market  ，Climate resilience  ，Subsidy  ，Economy of China  ，Market (economics)  ，Export  ，Energy development  ，City  ，Productivity  ，Public transport  ，Policy  ，Energiewende  ，Co-benefits of climate change mitigation  ，Rail transport  ，Finance  ，Tax  ，Poverty  ，Market economy  ，Employment  ，Water security  ，Non-tariff barriers to trade  ，Carbon tax  ，Politics of climate change  ，Environmental technology  ，Risk  ，Macroeconomics  ，World energy supply and consumption  ，Urban sprawl  ，Heavy industry  ，International Energy Agency,https://openknowledge.worldbank.org/handle/10986/38136,
Policy citation,worldbank-ea1dea4174ecdc698a7eef616665bbbc,China Country Climate and Development Report,,World Bank,IGO,igo,,10/1/22,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,World Bank  ，Carbon  ，Climate change mitigation  ，Renewable energy  ，China  ，Emissions trading  ，Climate change  ，Low-carbon economy  ，Greenhouse gas emissions  ，Net zero emissions  ，Agriculture  ，Climate resilience  ，Energy development  ，Coal  ，Infrastructure  ，Electricity generation  ，Economic growth  ，Electricity market  ，Policy  ，Employment  ，Fossil fuel power station  ，Wind power  ，Economy of China  ，Electrical grid  ，Carbon footprint  ，Carbon capture and storage  ，Gross domestic product  ，Sea level rise  ，Nature-based solutions  ，Energy storage  ，International Energy Agency  ，Power station  ，Carbon price  ，Solar energy  ，Innovation  ，Air pollution  ，Carbon offsets and credits  ，Efficient energy use  ，Labour economics  ，Recycling  ，Private sector  ，Public transport  ，Technology  ，Economy  ，Carbon accounting  ，Market (economics)  ，Heavy industry  ，Productivity  ，Export  ，Subsidy  ，Carbon tax  ，Macroeconomics  ，Government  ，Electric car  ，Climate change vulnerability  ，Manufacturing  ，Biodiversity  ，Consumption (economics)  ，Photovoltaics  ，Solar power  ，Flood  ，Fossil fuel  ，Natural gas  ，Energy conservation  ，Simulation  ，Climate  ，Car  ，Risk  ，Supply and demand  ，Greenhouse gas  ，Circular economy  ，Steel  ，Family  ，Coal-fired power station  ，Energy  ，Income  ，Welfare  ，Carbon dioxide  ，State-owned enterprise  ，Natural environment  ，Investment  ，City  ，Market economy  ，Cement  ，Nature  ，Land use  ，Climate change adaptation  ，Carbon neutrality  ，Variable renewable energy  ，Carbon offset  ，Transport  ，Emission intensity  ，World Bank Group  ，Sustainable energy  ，Electrification  ，Cost of electricity by source  ，Carbon sequestration  ，Energiewende  ，Co-benefits of climate change mitigation  ，Rail transport,https://hdl.handle.net/10986/38136,
Policy citation,europa-28fbb8407c3355ff16aba4fbb1a1c4bd,Linking emissions trading systems with different offset provisions.,,Publications Office of the European Union,EU,government,,6/1/22,Addressing carbon Offsetters’ Paradox: Lessons from Chinese wind CDM,10.1016/j.enpol.2013.09.021,Carbon offset  ，Clean Development Mechanism  ，Climate change mitigation  ，Paris Agreement  ，Nationally Determined Contributions  ，Carbon emission trading  ，European University Institute  ，Emissions trading  ，Kyoto Protocol  ，Carbon price  ，Economy  ，Climate change  ，Climate change policy  ，Environmental policy  ，Low-carbon economy  ，Politics of climate change  ，European Union Emissions Trading System  ，Carbon credit  ，European Union  ，Environmental economics  ，Air pollution  ，Carbon finance  ，Market-based environmental policy instruments  ，Air pollution emissions  ，Carbon  ，Natural environment  ，Environmental social science  ，Climate forcing  ，Global stocktake,https://op.europa.eu/en/publication-detail/-/publication/31c9b68c-e21b-11ec-a534-01aa75ed71a1/language-en/format-PDF,
Name mention,nygov-43b475d1ff5792e1ece353ac1cf36de9,New York State Climate Action Council Draft Scoping Plan Integration Analysis Technical Supplement,,New York State,USA,government,,5/30/22,,,Climate change mitigation  ，Low-carbon economy  ，Greenhouse gas emissions  ，Ground source heat pump  ，Low-carbon fuel standard  ，Efficient energy use  ，Renewable energy  ，Wind power  ，Grid energy storage  ，Co-benefits of climate change mitigation  ，Biomass  ，Climate change scenario  ，Electric vehicle  ，Climate change  ，Greenhouse gas  ，Heating  ， ventilation  ， and air conditioning  ，Energy storage  ，World energy supply and consumption  ，Water heating  ，Biofuel  ，Air source heat pump  ，Fuel  ，Infrastructure  ，Physical sciences  ，Technology  ，Sustainable technologies  ，Nature  ，Energy  ，Electricity generation  ，Carbon neutrality  ，Economy  ，Coefficient of performance  ，Zero-emissions vehicle  ，Natural environment  ，Green hydrogen  ，Environmental technology  ，Carbon dioxide removal  ，Heat pump  ，District heating  ，Carbon capture and storage  ，Physical quantities  ，Sustainable energy  ，Sustainable development  ，Transport  ，Cost–benefit analysis  ，Electric battery  ，Carbon sequestration  ，Electrical grid  ，Electric heating  ，Waste  ，Combined cycle power plant  ，Energy technology  ，Renewable natural gas  ，Fossil fuel  ，Hydrogen production  ，Natural gas  ，Direct air capture,https://climate.ny.gov/resources/draft-scoping-plan/-/media/project/climate/files/Draft-Scoping-Plan-Appendix-G-Integration-Analysis-Technical-Supplement.pdf,Technical Advisory Group Members      Vatsal Bhatt， Department of Materials Science and Chemical Engineering， Stony Brook University， and U.S Green Building Council;      Gang He， Department of Technology and Society， Stony Brook University;  Benjamin Houlton， College of Agriculture and Life Sciences， Cornell University;  Mark Jacobson， Department of Civil and Environmental Engineering， Stanford University;      Jesse Jenkins， Department of Mechanical and Aerospace Engineering and the Andlinger Center for Energy
Name mention,stateofnewyork-eae08850f4215bfb844309c5bbad14f3,New York State Climate Action Council Draft Scoping Plan Integration Analysis Technical Supplement,,State of New York,USA,government,,5/30/22,,,Energy  ，Greenhouse gas  ，Scenario  ，Climate change mitigation  ，Greenhouse gas emissions  ，Biofuel  ，New York State Energy Research and Development Authority  ，Renewable natural gas  ，Bioenergy  ，Energy storage  ，Cost  ，Net present value  ，Electrification  ，Global warming potential  ，New York State Department of Environmental Conservation  ，Electrical grid  ，Green hydrogen  ，Natural gas  ，Economic analysis of climate change  ，Efficient energy use  ，Net-zero emissions  ，Water heating  ，Fuel  ，New York (state)  ，Methane emissions  ，Battery energy storage system  ，Direct air capture  ，World energy supply and consumption  ，Zero-emissions vehicle  ，Ground source heat pump  ，Carbon dioxide removal  ，Electricity generation  ，National Laboratory of the Rockies  ，Heating  ， ventilation  ， and air conditioning  ，Heat pump  ，Hydrogen  ，Refrigerant  ，Wind power  ，Fossil fuel  ，District heating  ，Low-carbon economy  ，Transport  ，Infrastructure  ，Offshore wind power  ，Methane  ，Carbon capture and storage  ，Sustainable energy  ，Combustion  ，Public health  ，Sustainable technologies  ，Renewable fuels  ，Air source heat pump  ，Electric vehicle  ，Solar energy  ，Electric battery  ，Sensitivity analysis  ，Air pollution  ，Combined-cycle power plant  ，Peaking power plant  ，Hydrogen production  ，Climate change  ，Low-carbon electricity  ，Carbon sequestration  ，Energy technology  ，Electric heating  ，Waste  ，Hydrofluorocarbon  ，Emission intensity  ，Sustainable development  ，Aviation biofuel  ，Energy and the environment  ，Heating system  ，Climate forcing  ，Expense  ，Land use  ， land-use change  ， and forestry  ，Climate,https://climate.ny.gov/-/media/project/climate/files/Draft-Scoping-Plan-Appendix-G-Integration-Analysis-Technical-Supplement.pdf,Technical Advisory Group Members      Vatsal Bhatt， Department of Materials Science and Chemical Engineering， Stony Brook University， and U.S Green Building Council;      Gang He， Department of Technology and Society， Stony Brook University;  Benjamin Houlton， College of Agriculture and Life Sciences， Cornell University;  Mark Jacobson， Department of Civil and Environmental Engineering， Stanford University;      Jesse Jenkins， Department of Mechanical and Aerospace Engineering and the Andlinger Center for Energy
Policy citation,europa-6eb0ac160190b85222f333b3129bd8ff,Emissions trading systems with different offsets provisions : implications for linking : report for the carbon market policy dialogue.,,Publications Office of the European Union,EU,government,,4/4/22,Addressing carbon Offsetters’ Paradox: Lessons from Chinese wind CDM,10.1016/j.enpol.2013.09.021,Carbon offset  ，Carbon emission trading  ，Clean Development Mechanism  ，Paris Agreement  ，European Union Emissions Trading System  ，Climate change mitigation  ，Kyoto Protocol  ，Emissions trading  ，Flexible Mechanisms  ，Carbon credit  ，Nationally Determined Contributions  ，Western Climate Initiative  ，Economy  ，Climate change  ，Climate change policy  ，Environmental policy  ，Greenhouse gas  ，Politics of climate change  ，Carbon price  ，Natural environment  ，Climate forcing  ，Carbon finance  ，European Union  ，Market-based environmental policy instruments  ，Greenhouse gases  ，Global stocktake  ，California Air Resources Board  ，Market (economics)  ，Low-carbon economy  ，Greenhouse gas emissions  ，Air pollution emissions  ，Environmental economics  ，European University Institute,https://op.europa.eu/en/publication-detail/-/publication/faf47dde-b490-11ec-9d96-01aa75ed71a1/language-en/format-PDF,
Policy citation,ipcc-01dbc640e8794be751c4d0fa1ae8a5d0,AR6 Climate Change 2021: Mitigation of Climate Change,,IPCC,IGO,igo,,3/8/22,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Greenhouse gas emissions  ，Climate change mitigation  ，IPCC Sixth Assessment Report  ，Carbon budget  ，Climate change  ，Intergovernmental Panel on Climate Change  ，Net-zero emissions  ，Representative Concentration Pathway  ，Greenhouse gas  ，Carbon capture and storage  ，Nationally determined contribution  ，Renewable energy  ，Special Report on Global Warming of 1.5 °C  ，IPCC Fifth Assessment Report  ，Carbon dioxide removal  ，Climate change adaptation  ，Natural environment  ，Climate variability and change  ，Environmental impact of fossil fuels  ，Environmental impact  ，Climate forcing  ，Global environmental issues  ，Methane  ，Land use  ， land-use change  ， and forestry  ，Societal collapse  ，Special Report on Climate Change and Land  ，Wind power  ，Bioenergy with carbon capture and storage  ，Paris Agreement  ，Energy system  ，IPCC Summary for Policymakers  ，Human impact on the environment  ，Climate finance  ，Direct air capture  ，Greenhouse gases  ，Solar power  ，Photovoltaics  ，Change,https://www.ipcc.ch/report/sixth-assessment-report-working-group-3/,
Policy citation,unitednations-db2f3e94f902a8cbafb28e4972536dbd,Climate Change 2022 : mitigation of climate change : Working Group III Contribution to the Sixth Assessment Report of the Intergovernmental Panel on Climate Change,,United Nations,IGO,igo,,1/1/22,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Climate change mitigation  ，Carbon budget  ，IPCC Sixth Assessment Report  ，Climate change  ，Greenhouse gas  ，Intergovernmental Panel on Climate Change  ，Nationally determined contribution  ，Renewable energy  ，IPCC Fifth Assessment Report  ，Carbon capture and storage  ，Climate change adaptation  ，Carbon dioxide removal  ，Land use  ， land-use change  ， and forestry  ，Natural environment  ，Climate variability and change  ，Environmental impact  ，Environmental issues with fossil fuels  ，Global environmental issues  ，Nature  ，Societal collapse  ，Bioenergy with carbon capture and storage  ，Climate change scenario  ，Wind power  ，Energy system  ，Fluorinated gases  ，Change  ，Paris Agreement  ，Climate forcing  ，Earth sciences  ，Special Report on Global Warming of 1.5 °C  ，Photovoltaics  ，Co-benefits of climate change mitigation  ，United Nations Framework Convention on Climate Change  ，Levelized cost of electricity  ，Kyoto Protocol  ，Solar power  ，Sustainable Development Goals  ，Sustainability  ，Human impact on the environment  ，IPCC Summary for Policymakers  ，Emission intensity  ，Fossil fuel  ，Carbon neutrality  ，2021 United Nations Climate Change Conference  ，Greenhouse gas emissions,https://digitallibrary.un.org/record/4019730?ln=en,
Policy citation,governmentofargentina-56a43039ee4442fdf38451f41d5f399e,Nuclear Law,,Government of Argentina,Argentina,government,,12/22/21,Assessing the impacts of nuclear desalination and geoengineering to address China's water shortages  ，Relevance of Nuclear Desalination as an Alternative to Water Transfer Geoengineering Projects: Example of China,10.1016/j.desal.2014.12.028  ，10.1016/b978-0-12-815244-7.00007-6,Small modular reactor  ，International Atomic Energy Agency  ，Nuclear proliferation  ，Nuclear power  ，Treaty on the Non-Proliferation of Nuclear Weapons  ，Nuclear safety and security  ，Nuclear weapon  ，IAEA safeguards  ，Nuclear power plant  ，Fusion power  ，Nuclear decommissioning  ，Nuclear physics  ，Radioactivity  ，Nuclear energy  ，Nuclear technology  ，Nuclear program of Iran  ，Nuclear and radiation accidents and incidents  ，Nuclear terrorism  ，Energy technology,https://www.argentina.gob.ar/sites/default/files/2022/02/2022_book_nuclearlaw.pdf,
Name mention,nygov-bdf2ef6d76ac8ee88d97b51cb2192919,New York State Climate Action Council,,New York State,USA,government,,12/20/21,,,Ground source heat pump  ，Wind power  ，Low-carbon economy  ，Greenhouse gas emissions  ，Renewable energy  ，Fuel  ，Energy storage  ，Solar power  ，Efficient energy use  ，Low-carbon fuel standard  ，Climate change mitigation  ，Electric vehicle  ，Fossil fuel  ，Grid energy storage  ，Carbon neutrality  ，Biomass  ，Public transport  ，Offshore wind power  ，Hydroelectricity  ，Employment  ，Smart growth  ，Greenhouse gas  ，Sustainable energy  ，Transport  ，Net present value  ，Nature  ，Energy  ，Economy  ，Technology  ，Sustainable technologies  ，Air source heat pump  ，Zero-emissions vehicle  ，Workforce development  ，Combustion  ，Co-benefits of climate change mitigation  ，Electric battery  ，Natural gas  ，Transportation demand management  ，Physical sciences  ，Diesel fuel  ，Heat pump  ，Sensitivity analysis  ，Biofuel  ，Climate change  ，Natural environment  ，Electricity generation  ，Poverty  ，Geothermal power  ，Environmental technology  ，Heating  ， ventilation  ， and air conditioning  ，Hydrogen  ，Infrastructure,https://www.nyserda.ny.gov/-/media/Project/Climate/Files/2021-12-20-CAC-Meeting-Presentation.pdf,-4                  28 - 37              23              28              29              6              6                  >37              36              34              34              -2              -2            28       Integration Analysis Updates       Acknowledgements      Integration Analysis Technical Advisory Group      Vatsal Bhatt， Department of Materials Science and Chemical Engineering， Stony Brook University， and U.S Green Building Council; Gang He
Policy citation,iiasaat-80c628678616bff27773d25694156a4b,Understanding the employment and fiscal consequences of coal phase-out in China,,IIASA,Austria,think tank,,11/25/21,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system  ，Developing large coal-power bases in China,10.1038/s41467-020-16184-x  ，10.1017/cbo9781316136058.003,Tax  ，Coal  ，Social Security (United States)  ，Subsidy  ，Value-added tax  ，Carbon capture and storage  ，Employment  ，Coal-fired power station  ，Coal mining  ，Mining  ，Unemployment  ，Low-carbon economy  ，Fossil fuel phase-out  ，Economic growth  ，Income tax in the United States  ，Labour economics  ，Coal phase-out  ，Renewable energy  ，China  ，Pension  ，Greenhouse gas emissions  ，Electricity generation  ，Energy development  ，Climate change  ，State-owned enterprise  ，Power station  ，Infrastructure  ，Air pollution  ，Energy subsidy  ，Productivity  ，Externality  ，Carbon neutrality  ，Salary  ，Welfare  ，Cogeneration  ，Pollution  ，Public finance  ，Human activities  ，Economy  ，Automation  ，Transport  ，Tax bracket  ，Provinces of China  ，Tax revenue  ，Layoff  ，Wage  ，European Union  ，Government spending  ，Scenario planning  ，Royalty payment  ，China Huaneng Group  ，Shaanxi  ，Electricity pricing  ，Market (economics)  ，Wind power  ，Income  ，Competition (economics)  ，Fossil fuel power station  ，Value added  ，Greenhouse gas  ，Inner Mongolia  ，Shanxi  ，International Institute for Applied Systems Analysis  ，Redistribution of income and wealth  ，Coal in China  ，Carbon budget  ，Bank  ，Fossil fuel  ，United States  ，Price  ，Biomass  ，Revenue  ，Politics of climate change  ，Shenhua Group  ，Nuclear power  ，Kilowatt-hour  ，Risk  ，Nature,https://pure.iiasa.ac.at/id/eprint/17658/?template=default_internal,
Policy citation,csis-57c084a02262dfc4dc92f5b8b91eee47,Why Won’t Major Coal-Dependent Countries Sign on to a Coal Phaseout Deal?,,Center for Strategic and International Studies,USA,think tank,,11/10/21,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,China  ，Climate change  ，Power station  ，United Kingdom  ，Coal  ，2021 United Nations Climate Change Conference  ，Australia  ，Coal-fired power station  ，Energy  ，Economy  ，International Energy Agency  ，Center for Strategic and International Studies  ，2009 United Nations Climate Change Conference  ，Nature  ，World energy consumption  ，Carbon neutrality  ，Paris Agreement  ，Electricity generation  ，United Nations Climate Change conference  ，Low-carbon economy  ，Fossil fuel  ，European Union  ，Coal mining,https://www.csis.org/analysis/why-wont-major-coal-dependent-countries-sign-coal-phaseout-deal,
Policy citation,middleeastinstitute-487f7ed0d943f7312f0aea80660ff211,Sustainable Momentum? China and the Mideast Solar Market,,Middle East Institute (MEI),USA,think tank,,10/19/21,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Renewable energy  ，United Arab Emirates  ，TAQA  ，ACWA Power  ，Solar power  ，Gulf Cooperation Council  ，Masdar  ，International Energy Agency  ，Energy development  ，Mohammed bin Rashid Al Maktoum Solar Park  ，Energy  ，Energy transition  ，Sustainable energy  ，Photovoltaics  ，Solar power in the United Arab Emirates  ，Renewable resources  ，Belt and Road Initiative  ，Electricity generation  ，Dubai  ，Photovoltaic power station  ，Energy economics  ，Economy  ，China  ，Sustainable technologies  ，EDF Renewables  ，Desertec  ，Coal-fired power station  ，Middle East and North Africa  ，Coal,https://www.mei.edu/publications/sustainable-momentum-china-and-mideast-solar-market,
Policy citation,committee_house-e41c54560f43c8b9bc90764ff982674d,Fostering Equity in Energy Innovation,,House Committees,USA,government,,7/16/21,SWITCH-China: A Systems Approach to Decarbonizing China’s Power System,10.1021/acs.est.6b01345,Renewable energy  ，Solar power  ，Rooftop photovoltaic power station  ，Photovoltaics  ，Electric vehicle  ，International Energy Agency  ，Wind power  ，Energy storage  ，Nature  ，Energy  ，Low-carbon economy  ，Energy development  ，Human activities  ，Energy policy of the United States  ，Efficient energy use  ，Infrastructure  ，Carbon price  ，Grid energy storage  ，Energiewende  ，Microgrid  ，Technology  ，Electricity generation  ，Fossil fuel  ，Carbon tax  ，Pollution,https://www.congress.gov/event/117th-congress/house-event/113923,
Policy citation,institutmontaigne-f7db9950d72db9703f2000a0f5e6b4cf,China Trends #9 - Une Chine décarbonée est-elle possible ?,China Trends #9 - Is a carbon-free China possible?,Institut Montaigne,France,think tank,,7/1/21,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Economic growth  ，China  ，Carbon neutrality  ，Low-carbon economy  ，Paris Agreement  ，Greenhouse gas emissions  ，Coal  ，Politics of climate change  ，Climate change mitigation  ，Xi Jinping  ，Belt and Road Initiative  ，Economy  ，United Nations Framework Convention on Climate Change  ，Politics  ，Energy transition  ，Climate change  ，Renewable energy  ，2015 United Nations Climate Change Conference  ，Sustainable finance  ，Natural environment  ，Nature,https://www.institutmontaigne.org/publications/china-trends-9-une-chine-decarbonee-est-elle-possible,
